11; similar solut in compress laminar free mix problem there ar in superson aerodynam mani situat of practic interest wherein stream of differ veloc and in gener differ stagnat pressur mix with on anoth in the major of these problem the interact between the two stream take place in the presenc of an axial pressur gradient it effect on the characterist of the mix mai influenc significantli the perform of the devic wherein the phenomena cite abov occur a theoret and experiment program of research to studi mix in the presenc of axial pressur gradient is be carri on at the polytechn institut of brooklyn; similar solutions in compressible laminar free mixing problems   there are in supersonic aerodynamics many situations of practical interest wherein streams of different velocities and  in general  different stagnation pressures mix with one another   in the majority of these problems the interaction between the two streams takes place in the presence of an axial pressure gradient    its effect on the characteristics of the mixing may influence significantly the performances of the devices wherein the phenomena cited above occur    a theoretical and experimental program of research to study mixing in the presence of axial pressure gradients is being carried on at the polytechnic institute of brooklyn  
12; some structur and aerelast consider of high speed flight the domin factor in structur design of high speed aircraft ar thermal and aeroelast in origin the subject matter is concern larg with a discuss of these factor and their interrel with on anoth a summari is present of some of the analyt and experiment tool avail to aeronaut engin to meet the demand of high speed flight upon aircraft structur the state of the art with respect to heat transfer from the boundari layer into the structur mode of failur under combin load as well as thermal input and acrothermoelast is discuss method of attack and allevi structur and aeroelast problem of high speed flight ar summar final some avenu of fundament research ar suggest; some structural and aerelastic considerations of high speed flight   the dominating factors in structural design of high speed aircraft are thermal and aeroelastic in origin    the subject matter is concerned largely with a discussion of these factors and their interrelation with one another    a summary is presented of some of the analytical and experimental tools available to aeronautical engineers to meet the demands of high speed flight upon aircraft structures    the state of the art with respect to heat transfer from the boundary layer into the structure  modes of failure under combined load as well as thermal inputs and acrothermoelasticity is discussed    methods of attacking and alleviating structural and aeroelastic problems of high speed flight are summarized    finally  some avenues of fundamental research are suggested  
13; similar law for stress heat wing it will be shown that the differenti equat for a heat plate with larg temperatur gradient and for a similar plate at constant temperatur can be made the same by a proper modif of the thick and the load for the isotherm plate thi fact lead to the result that the stress in the heat plate can be calcul from measur strain on the unheat plate by a seri of relat call the /similar law / the applic of thi analog theori to solid wing under aerodynam heat is discuss in detail the load on the unheat analog wing is howev complic and involv the novel concept of feedback and /bodi force/ load the problem of stress a heat box wing structur can be solv by the same analog method and is briefli discuss; similarity laws for stressing heated wings   it will be shown that the differential equations for a heated plate with large temperature gradient and for a similar plate at constant temperature can be made the same by a proper modification of the thickness and the loading for the isothermal plate   this fact leads to the result that the stresses in the heated plate can be calculated from measured strains on the unheated plate by a series of relations  called the /similarity laws  /  the application of this analog theory to solid wings under aerodynamic heating is discussed in detail    the loading on the unheated analog wing is  however  complicated and involves the novel concept of feedback and /body force/ loading    the problem of stressing a heated box wing structure can be solved by the same analog method and is briefly discussed  
14; piston theori a new aerodynam tool for the aeroelastician repres applic ar describ which illustr the extent to which simplif in the solut of high speed unsteadi aeroelast problem can be achiev through the us of certain aerodynam techniqu known collect as /piston theori / base on a physic model origin propos by hay and lighthil piston theori for airfoil and finit wing ha been systemat develop by landahl util expans in power of the thick ratio and the invers of the flight mach number m when contribut of order and ar neglig the theori predict a point function relationship between the local pressur on the surfac of a wing and the normal compon of fluid veloc produc by the wing s motion the comput of gener forc in aeroelast equat such as the flutter determin is then alwai reduc to elementari integr of the assum mode of motion essenti close form solut ar given for the bend torsion and control surfac flutter properti of typic section airfoil at high mach number these agre well with result of more exact theori wherev comparison can be fairli made moreov thei demonstr the increasingli import influenc of thick and profil shape as m grow larger a discoveri that would be almost imposs us other avail aerodynam tool the complex of more practic flutter analys e g on three dimension wing and panel is shown to be substanti reduc by piston theori an iter procedur is outlin by which improv flutter eigenvalu can be found through the success introduct of higher order term in and other applic to unsteadi superson problem ar review includ gust respons and rapid maneuv of elast aircraft steadi state aeroelast calcul ar also discuss but for them piston theori amount onli to a slight modif of ackeret s formula suggest ar made regard futur research base on the new aerodynam method with particular emphasi on area where comput labor can be reduc with a minimum loss of precis it is point out that a mach number zone exist where thermal effect ar appreci but nonlinear viscou interact mai be neglect and that in thi zone piston theori is the logic wai of estim air load when analyz aerodynam thermoelast interact problem; piston theory   a new aerodynamic tool for the aeroelastician   representative applications are described which illustrate the extent to which simplifications in the solutions of high speed unsteady aeroelastic problems can be achieved through the use of certain aerodynamic techniques known collectively as /piston theory  /  based on a physical model originally proposed by hayes and lighthill  piston theory for airfoils and finite wings has been systematically developed by landahl  utilizing expansions in powers of the thickness ratio and the inverse of the flight mach number m    when contributions of orders and are negligible  the theory predicts a point function relationship between the local pressure on the surface of a wing and the normal component of fluid velocity produced by the wing s motion    the computation of generalized forces in aeroelastic equations  such as the flutter determinant  is then always reduced to elementary integrations of the assumed modes of motion   essentially closed form solutions are given for the bending  torsion and control surface flutter properties of typical section airfoils at high mach numbers    these agree well with results of more exact theories wherever comparisons can be fairly made   moreover  they demonstrate the increasingly important influence of thickness and profile shape as m grows larger  a discovery that would be almost impossible using other available aerodynamic tools    the complexity of more practical flutter analyses e g   on three dimensional wings and panels is shown to be substantially reduced by piston theory    an iterative procedure is outlined  by which improved flutter eigenvalues can be found through the successive introduction of higher order terms in and    other applications to unsteady supersonic problems are reviewed  including gust response and rapid maneuvers of elastic aircraft    steady state aeroelastic calculations are also discussed  but for them piston theory amounts only to a slight modification of ackeret s formulas   suggestions are made regarding future research based on the new aerodynamic method  with particular emphasis on areas where computational labor can be reduced with a minimum loss of precision    it is pointed out that a mach number zone exists where thermal effects are appreciable but nonlinear viscous interactions may be neglected  and that in this zone piston theory is the logical way of estimating air loads when analyzing aerodynamic  thermoelastic interaction problems  
15; on two dimension panel flutter theori and experi of the flutter of a buckl plate ar discuss it is shown that an increas in the initi deviat from flat or a static pressur differenti across the plate rais the critic valu of the /reduc veloc / the applic of the galerkin method to the linear problem of flutter of an unbuckl plate ha been question by sever author in thi paper the flutter condit wa formul in the form of an integr equat and solv numer by the method of iter and the method of matrix approxim thu avoid the constraint of assum mode for a plate with finit bend rigid the result confirm those given by the galerkin method an approxim analysi of the limit form and amplitud of the flutter motion for a buckl plate is present; on two dimensional panel flutter   theory and experiments of the flutter of a buckled plate are discussed    it is shown that an increase in the initial deviation from flatness or a static pressure differential across the plate raises the critical value of the /reduced velocity  / the applicability of the galerkin method to the linearized problem of flutter of an unbuckled plate has been questioned by several authors    in this paper the flutter condition was formulated in the form of an integral equation and solved numerically by the method of iteration and the method of matrix approximations  thus avoiding the constraint of assumed modes    for a plate  with finite bending rigidity  the results confirm those given by the galerkin method   an approximate analysis of the limiting form and amplitude of the flutter motion for a buckled plate is presented  
16; transform of the compress turbul boundari layer the transform of the compress turbul boundari layer equat to their incompress equival is demonstr analyt the transform is essenti the same as that for the laminar layer first given by stewartson except that the explicit relat between the viscos and temperatur is not requir a kei point in the analysi is the modif of the stream function to includ a mean of the fluctuat compon and the postul that the appar turbul shear associ with an element mass remain invari in the transform the valu of the incompress friction coeffici and of pressur rise caus separ thu transform show good agreement with the experiment measur and independ report result an applic of the transform to the self preserv boundari layer and to the comput of gener boundari layer flow is shown; transformation of the compressible turbulent boundary layer   the transformation of the compressible turbulent boundary  layer equations to their incompressible equivalent is demonstrated analytically    the transformation is essentially the same as that for the laminar layer  first given by stewartson  except that the explicit relation between the viscosity and temperature is not required    a key point in the analysis is the modification of the stream function to include a mean of the fluctuating components and the postulate that the apparent turbulent shear  associated with an elemental mass  remains invariant in the transformation   the values of the incompressible friction coefficients and of pressure rise causing separation thus transformed show good agreement with the experimentally measured and independently reported results    an application of the transformation to the self preserving boundary layers and to the computations of general boundary layer flow is shown  
17; remark on the eddi viscos in compress mix flow in connect with a studi of the wake behind bodi in hyperson flow carri out for the missil and space vehicl divis of the gener electr compani it wa desir to estim the eddi viscos in axisymmetr compress wake becaus of the lack of applic experiment data it wa found necessari to make such an estim by ration extend the few avail data for incompress flow to the compress case thi suggest the applic and extens of the transform appli to turbul boundari layer in refer infinitesim mass ar invari with transform mager show that the partial differenti equat for the compress turbul boundari layer can be transform to incompress form the valid of thi assumpt and of the transform wa establish for sever boundari layer flow by comparison with experi; remarks on the eddy viscosity in compressible mixing flows   in connection with a study of the wakes behind bodies in hypersonic flow carried out for the missile and space vehicle division of the general electric company  it was desired to estimate the eddy viscosity in axisymmetric  compressible wakes    because of the lack of applicable experimental data  it was found necessary to make such an estimate by rationally extending the few available data for incompressible flows to the compressible case    this suggested the application and extension of the transformations applied to turbulent boundary layers in reference infinitesimal mass are invariant with transformation  mager showed that the partial differential equations for the compressible turbulent boundary layer can be transformed to incompressible form    the validity of this assumption and of the transformations was established for several boundary layer flows by comparison with experiment  
18; the flow field in the diffus of a radial compressor thi note discuss the two dimension diffus flow field in a radial compressor outsid the impel wheel it is assum that the diffus ha guid vane arrang in a circular row at a radiu the impel wheel ha the radiu see fig 1 the flow in the diffus start at the circl with the radiu the veloc compon and in the r and direct of the veloc vector on thi circl ar prescrib togeth with the thermal state of the ga the flow so prescrib on the radiu will if no disturb ar present i e no boundari condit in the flow other than zero veloc at infin ar to be fulfil develop in a spiral flow; the flow field in the diffuser of a radial compressor   this note discusses the two dimensional diffuser flow field in a radial compressor outside the impeller wheel    it is assumed that the diffuser has guide vanes arranged in a circular row at a radius    the impeller wheel has the radius  see fig  1     the flow in the diffuser starts at the circle with the radius    the velocity components  and in the r and directions of the velocity vector on this circle are prescribed together with the thermal state of the gas    the flow so prescribed on the radius will  if no disturbances are present  i e   no boundary conditions in the flow other than zero velocity at infinity are to be fulfilled   develop in a spiral flow  
19; an investig of the pressur distribut on conic bodi in hyperson flow a larg amount of work on conic flow field without axial symmetri at superson speed is present avail howev no appar hyperson approxim ha yet been deriv in thi note experiment data on two ellipt cone at m = 6 ar present and a hyperson approach obtain from physic consider is suggest; an investigation of the pressure distribution on conical bodies in hypersonic flows   a large amount of work on conical flow fields without axial symmetry at supersonic speed is presently available    however  no apparent hypersonic approximation has yet been derived    in this note  experimental data on two elliptical cones at m = 6 are presented and a hypersonic approach obtained from physical considerations is suggested  
20; generalis newtonian theori author gener lee s amr 10 1957 rev 2601 modif of newtonian theori for blunt nose bodi to appli to point nose bodi as well the result is express by sin where is the local inclin of the bodi surfac and the subscript /max/ refer to the maximum local inclin and pressur coeffici for blunt nose bodi and the gener theori revert to lee s blunt nose modif with given by normal shock relat author show by comparison of newtonian and gener newtonian theori with exact solut the superior of gener newtonian theori he also show that both two dimension and axisymmetr shape ar correl by thi gener result ar present in two figur that support author s gener and indic the independ of the correl from variat in both the hyperson similar paramet k = m d1 and the ratio of specif heat y review believ thi gener should be of interest to those engag in develop of hyperson hardwar as well as theori; generalised newtonian theory   author generalizes lees s  amr 10 1957   rev  2601  modification of newtonian theory for blunt nose bodies to apply to pointed  nose bodies as well    the result is expressed by sin where is the local inclination of the body surface and the subscript /max/ refers to the maximum local inclination and pressure coefficient    for blunt nose bodies and the generalized theory reverts to lees s blunt nose modification with given by normal shock relations    author shows  by comparison of newtonian and generalized newtonian theory with exact solutions  the superiority of generalized newtonian theory    he also shows that both two dimensional and axisymmetric shapes are correlated by this generalization    results are presented in two figures that support author s generalization and indicate the independence of the correlation from variations in both the hypersonic similarity parameter k = m d1  and the ratio of specific heats y   reviewer believes this generalization should be of interest to those engaged in development of hypersonic hardware as well as theory  
21; on heat transfer in slip flow a number of author have consid the effect of slip on the heat transfer and skin friction in a laminar boundari layer over a flat plate refer 1 consid thi by a perturb on the usual laminar boundari layer analysi while some other studi dash e g refer the impuls motion of an infinit plate; on heat transfer in slip flow   a number of authors have considered the effect of slip on the heat transfer and skin friction in a laminar boundary layer over a flat plate   reference 1 considers this by a perturbation on the usual laminar boundary layer analysis while some other studies dash e g   reference the impulsive motion of an infinite plate  
22; on slip flow heat transfer to a flat plate assum that continuum flow energi equat in a boundari layer remain valid well into slip region and take account of the temperatur jump in a move rarefi ga and for influenc of larg mean free path through appropri boundari condit a solut is found for the temperatur gradient in the slip region then from maslen express j aero sci 25 6 400 401 june slip fluid to a flat plate and behavior confirm result for small valu of knudsen number; on slip flow heat transfer to a flat plate   assuming that continuum flow energy equation in a boundary layer remains valid well into slip region and taking account of the temperature jump in a moving rarefied gas and for influence of large mean free path through appropriate boundary conditions  a solution is found for the temperature gradient in the slip region   then from maslen expression  j  aero  sci  25  6  400 401  june slipping fluid to a flat plate  and behavior confirms results for small values of knudsen number  
23; skin friction and heat transfer characterist of a laminar boundari layer on a cylind in axial incompress flow a solut is given for the case of the laminar boundari layer of an incompress fluid of constant properti on the exterior of a cylind with flow parallel to the cylind axi thi case differ from the blasiu solut for flow along a flat plate by consid the effect of the curvatur in a plane transvers to the flow direct the local skin friction and heat transfer coeffici for a prandtl number of 0 715 ar evalu and compar to the similar magnitud for flat plate flow and the effect of the curvatur is shown to be signific in some practic case recoveri factor ar evalu and thi quantiti is found to be insensit to the effect of curvatur of the boundari; skin friction and heat transfer characteristics of a laminar boundary layer on a cylinder in axial incompressible flow   a solution is given for the case of the laminar boundary layer of an incompressible fluid of constant properties on the exterior of a cylinder with flow parallel to the cylinder axis    this case differs from the blasius solution for flow along a flat plate by considering the effect of the curvature in a plane transverse to the flow direction    the local skin friction and heat transfer coefficients for a prandtl number of 0 715 are evaluated and compared to the similar magnitudes for flat plate flow  and the effect of the curvature is shown to be significant in some practical cases    recovery factors are evaluated  and this quantity is found to be insensitive to the effect of curvature of the boundary  
24; theori of stagnat point heat transfer in dissoci air the boundari layer equat ar develop in gener for the case of veri high speed flight where the extern flow is in a dissoci state in particular the effect of diffus and of atom recombin in the boundari layer ar includ it is shown that at the stagnat point the equat can be reduc exactli to a set of nonlinear ordinari differenti equat even when the chemic reaction proce so slowli that the boundari layer is not in thermochem equilibrium two method of numer solut of these stagnat point equat ar present on for the equilibrium case and the other for the nonequilibrium case numer result ar correl in term of the paramet enter the numer formul so as not to depend critic on the physic assumpt made for the nonequilibrium boundari layer both catalyt to atom recombin and noncatalyt wall surfac ar consid a solut is repres which show the transit from the /frozen/ boundari layer veri slow recombin rate to the equilibrium boundari layer fast recombin rate a recombin rate paramet is introduc to interpret the nonequilibrium result and it is shown that a scale factor is involv in relat the equilibrium state of a boundari layer on bodi of differ size it is conclud that the heat transfer through the equilibrium stagnat point boundari layer can be comput accur by a simpl correl formula and that the heat transfer is almost unaffect by a nonequilibrium state of the boundari layer provid the wall is catalyt and the lewi number near uniti; theory of stagnation point heat transfer in dissociated air   the boundary layer equations are developed in general for the case of very high speed flight where the external flow is in a dissociated state    in particular the effects of diffusion and of atom recombination in the boundary layer are included    it is shown that at the stagnation point the equations can be reduced exactly to a set of nonlinear ordinary differential equations even when the chemical reactions proceed so slowly that the boundary layer is not in thermochemical equilibrium   two methods of numerical solution of these stagnation point equations are presented  one for the equilibrium case and the other for the nonequilibrium case    numerical results are correlated in terms of the parameters entering the numerical formulation so as not to depend critically on the physical assumptions made   for the nonequilibrium boundary layer  both catalytic  to atom recombination  and noncatalytic wall surfaces are considered    a solution is represented which shows the transition from the /frozen/ boundary layer  very slow recombination rates  to the equilibrium boundary layer  fast recombination rates    a recombination rate parameter is introduced to interpret the nonequilibrium results  and it is shown that a scale factor is involved in relating the equilibrium state of a boundary layer on bodies of different sizes   it is concluded that the heat transfer through the equilibrium stagnation point boundary layer can be computed accurately by a simple correlation formula and that the heat transfer is almost unaffected by a nonequilibrium state of the boundary layer provided the wall is catalytic and the lewis number near unity  
